Poll_ID,Pollster,Date,n,Period,CDUCSU,SPD,Gruene,FDP,Linke,AfD,BSW
BT05231125F,INSA,2023-11-25,1202,20.11.–24.11.,30,16,12,6,4,22,NA
BT05231127G,INSA,2023-11-27,2007,24.11.–27.11.,30.5,15.5,12.5,6,4,22,NA
BT02231128D,Forsa,2023-11-28,2500,21.11.–27.11.,30,14,15,5,4,21,NA
BT03231202K,Verian,2023-12-02,1806,20.11.–28.11.,29,17,16,5,4,19,NA
BT05231202H,INSA,2023-12-02,1202,27.11.–01.12.,30,16,13,6,3,22,NA
BT02231205E,Forsa,2023-12-05,2501,28.11.–04.12.,30,14,14,5,4,22,NA
BT05231205I,INSA,2023-12-05,2006,01.12.–04.12.,29.5,15.5,13,6,3.5,22.5,NA
BT01231207X,Infratest dimap,2023-12-07,1364,04.12.–06.12.,32,14,15,4,3,21,NA
BT13231208L,YouGov,2023-12-08,1669,01.12.–06.12,30,14,14,6,4,23,NA
BT03231209L,Verian,2023-12-09,1402,29.11.–05.12.,30,14,17,4,4,20,NA
BT05231209J,INSA,2023-12-09,1203,04.12.–08.12.,30,16,12,6,4,22,NA
BT02231212F,Forsa,2023-12-12,2501,05.12.–11.12.,31,14,13,5,4,22,NA
BT04231212P,GMS,2023-12-12,1001,06.12.–11.12.,32,14,15,5,2,22,NA
BT05231212K,INSA,2023-12-12,2008,08.12.–11.12.,30,16,12.5,6,4,22.5,NA
BT06231215F,Forschungsgruppe Wahlen,2023-12-15,1146,12.12.–14.12.,32,14,14,5,4,22,NA
BT03231216M,Verian,2023-12-16,1515,06.12.–12.12.,30,15,16,5,4,20,NA
BT05231216L,INSA,2023-12-16,1202,11.12.–15.12.,32,15,12,5,4,23,NA
BT05231218M,INSA,2023-12-18,2002,15.12.–18.12.,31.5,15.5,12.5,5,4,23,NA
BT02231219G,Forsa,2023-12-19,2501,12.12.–18.12.,31,14,13,5,3,23,NA
BT09231221B,Allensbach,2023-12-21,1013,01.12.–14.12.,34,17,15,5,3.5,18,NA
BT01231221Y,Infratest dimap,2023-12-21,1210,18.12.–20.12.,32,14,14,5,3,21,NA
BT03231223N,Verian,2023-12-23,1421,07.12.–13.12.,31,15,15,4,4,21,NA
BT05231223N,INSA,2023-12-23,1202,18.12.–22.12.,32,15,12,5,4,22,NA
BT05231228O,INSA,2023-12-28,2000,22.12.–27.12.,32,15,12,5,4,23,NA
BT05231231P,INSA,2023-12-31,1001,28.12.–29.12.,32,15,12,5,4,23,NA
BT04240103Q,GMS,2024-01-03,1004,27.12.–02.01.,33,14,13,6,3,23,NA
BT05240103Q,INSA,2024-01-03,2002,29.12.–02.01.,32,15,13,5,4,22.5,NA
BT01240104A,Infratest dimap,2024-01-04,1321,02.01.–03.01.,31,14,13,5,4,22,NA
BT05240106R,INSA,2024-01-06,1204,02.01.–05.01.,31,16,12,5,4,23,NA
BT02240109H,Forsa,2024-01-09,2502,02.01.–08.01.,30,15,14,4,4,22,NA
BT05240109S,INSA,2024-01-09,2008,05.01.–08.01.,32,16,12,5,4,23,NA
BT13240111M,YouGov,2024-01-11,1614,03.01.–08.01.,29,15,12,6,5,24,NA
BT06240112G,Forschungsgruppe Wahlen,2024-01-12,1337,09.01.–11.01.,31,13,14,4,4,22,4
BT05240113T,INSA,2024-01-13,1202,08.01.–12.01.,30,15,12,5,4,22,NA
BT05240115U,INSA,2024-01-15,2004,12.01.–15.01.,31,14,12,5,4,23,NA
BT02240116I,Forsa,2024-01-16,2504,09.01.–15.01.,31,13,14,4,4,22,NA
BT03240120O,Verian,2024-01-20,1359,09.01.–11.01.,31,14,16,4,4,22,NA
BT05240120V,INSA,2024-01-20,1203,15.01.–19.01.,30,13,13,5,3,22,7
BT05240122W,INSA,2024-01-22,2006,19.01.–22.01.,30.5,13.5,12.5,5,3,21.5,NA
BT02240123K,Forsa,2024-01-23,2503,16.01.–22.01.,31,14,14,4,4,20,3
BT09240125C,Allensbach,2024-01-25,1018,05.01.–18.01.,34,15,13.5,6,4,19.5,NA
BT03240127P,Verian,2024-01-27,1922,16.01.–23.01.,29,16,16,4,4,19,3
BT05240127X,INSA,2024-01-27,1201,22.01.–26.01.,31,14,13,4,4,21,7
BT05240129Y,INSA,2024-01-29,2002,26.01.–29.01.,30,14.5,12.5,5,3.5,21,7
BT02240130L,Forsa,2024-01-30,2506,23.01.–29.01.,32,15,14,3,3,19,3
BT01240201B,Infratest dimap,2024-02-01,1303,29.01.–31.01.,30,16,14,4,3,19,5
BT06240202H,Forschungsgruppe Wahlen,2024-02-02,1217,30.01.–01.02.,31,15,13,4,3,19,6
BT05240203A,INSA,2024-02-03,1202,29.01.–02.02.,30,15,13,4,4,20,7
BT05240205B,INSA,2024-02-05,2004,02.02.–05.02.,30,15,12.5,4.5,3.5,20.5,7.5
BT02240206M,Forsa,2024-02-06,2503,30.01.–04.02.,31,15,14,4,3,18,5
BT04240206R,GMS,2024-02-06,1012,31.01.–05.02.,32,16,13,4,2,18,5
BT13240208N,YouGov,2024-02-08,2018,02.02.–06.02.,31,14,12,4,3,20,7
BT05240210C,INSA,2024-02-10,1276,05.02.–08.02.,30,15,13,4,3,20,7
BT05240212D,INSA,2024-02-12,2083,09.02.–12.02.,30,15,12.5,3.5,3.5,20.5,7.5
BT02240213N,Forsa,2024-02-13,2502,06.02.–12.02.,31,15,14,4,3,18,5
BT05240217E,INSA,2024-02-17,1203,12.02.–16.02.,31,14,13,4,3,19,8
BT05240219F,INSA,2024-02-19,2007,16.02.–19.02.,30.5,14.5,12.5,4.5,3.5,19.5,7.5
BT02240220O,Forsa,2024-02-20,2504,13.02.–19.02.,30,15,14,5,3,17,4
BT09240222D,Allensbach,2024-02-22,1053,03.02.–15.02.,32,15,14,6,3,18,7
BT06240223I,Forschungsgruppe Wahlen,2024-02-23,1294,20.02.–22.02.,30,15,14,4,4,19,5
BT03240224Q,Verian,2024-02-24,1505,14.02.–20.02.,29,16,15,4,3,19,5
BT05240224G,INSA,2024-02-24,1203,19.02.–23.02.,30,15,13,5,3,19,8
BT02240227P,Forsa,2024-02-27,2503,20.02.–26.02.,30,14,15,5,3,17,4
BT05240227H,INSA,2024-02-27,2006,23.02.–26.02.,30.5,15.5,13,4.5,3,19,7.5
BT03240302R,Verian,2024-03-02,1392,21.02.–27.02.,30,16,15,5,3,18,4
BT05240302I,INSA,2024-03-02,1200,26.02.–01.03.,30,15,13,5,3,19,7
BT05240304J,INSA,2024-03-04,2004,01.03.–04.03.,30.5,14.5,13,5.5,3,19.5,6.5
BT02240305Q,Forsa,2024-03-05,2506,27.02.–04.03.,31,15,14,5,3,17,4
BT01240307C,Infratest dimap,2024-03-07,1288,04.03.–06.03.,29,16,14,5,3,19,6
BT13240307O,YouGov,2024-03-07,1762,01.03.–05.03.,29,15,14,4,4,19,7
BT06240308J,Forschungsgruppe Wahlen,2024-03-08,1260,05.03.–07.03.,30,15,15,4,3,18,5
BT05240309K,INSA,2024-03-09,1249,04.03.–08.03.,31,15,12,5,3,19,7
BT05240311L,INSA,2024-03-11,2079,08.03.–11.03.,31,14.5,12.5,5.5,3.5,18.5,6.5
BT02240312R,Forsa,2024-03-12,2502,05.03.–11.03.,30,15,14,5,3,17,5
BT05240316M,INSA,2024-03-16,1199,11.03.–15.03.,30,15,12,5,3,19,6
BT05240318N,INSA,2024-03-18,2002,15.03.–18.03.,29.5,16,12,5,3.5,19.5,6.5
BT02240319S,Forsa,2024-03-19,2500,12.03.–18.03.,31,16,13,4,3,17,5
BT09240321E,Allensbach,2024-03-21,1027,01.03.–14.03.,34,15,14,5,3,16,7
BT03240322S,Verian,2024-03-22,1480,13.03.–19.03.,29,17,15,5,3,18,5
BT06240322K,Forschungsgruppe Wahlen,2024-03-22,1296,19.03.–21.03.,31,16,13,4,3,18,6
BT05240324O,INSA,2024-03-24,1204,18.03.–22.03.,30,16,13,5,3,19,6
BT05240325P,INSA,2024-03-25,2008,22.03.–25.03.,30,15.5,12.5,5,3.5,19.5,6.5
BT02240326T,Forsa,2024-03-26,2503,19.03.–25.03.,31,16,13,4,3,17,5
BT05240330Q,INSA,2024-03-30,1210,25.03.–28.03.,30,15,13,5,3,20,6
BT02240402U,Forsa,2024-04-02,1508,26.03.–28.03.,31,16,13,4,NA,17,5
BT05240402R,INSA,2024-04-02,2004,28.03.–02.04.,30,15,12.5,5,3.5,19.5,6.5
BT01240404D,Infratest dimap,2024-04-04,1304,02.04.–03.04.,30,15,15,4,3,18,5
BT05240406S,INSA,2024-04-06,1243,02.04.–05.04.,31,15,13,5,3,19,6
BT02240409V,Forsa,2024-04-09,2506,02.04.–08.04.,30,16,13,5,NA,17,5
BT05240409T,INSA,2024-04-09,2084,05.04.–08.04.,30.5,15,13,5,3.5,18.5,6.5
BT13240411P,YouGov,2024-04-11,1588,05.04.–10.04.,29,14,15,5,4,19,7
BT06240412L,Forschungsgruppe Wahlen,2024-04-12,1254,09.04.–11.04.,31,16,12,4,3,18,6
BT05240413U,INSA,2024-04-13,1203,08.04.–12.04.,30,16,13,5,3,18,6
BT05240415V,INSA,2024-04-15,2006,12.04.–15.04.,29.5,16,13,6,3,18.5,6.5
BT02240416W,Forsa,2024-04-16,2505,09.04.–15.04.,31,16,12,5,NA,17,5
BT03240419T,Verian,2024-04-19,1445,10.04.–16.04.,30,16,14,5,3,18,5
BT05240420W,INSA,2024-04-20,1204,15.04.–19.04.,30,15,13,5,4,18,7
BT05240422X,INSA,2024-04-22,2008,19.04.–22.04.,30.5,15,12.5,5,4,18.5,7
BT02240423X,Forsa,2024-04-23,2501,16.04.–22.04.,31,16,12,5,NA,16,5
BT09240426F,Allensbach,2024-04-26,1041,05.04.–18.04.,32.5,16,15,6,3,16,7
BT06240426M,Forschungsgruppe Wahlen,2024-04-26,1228,23.04.–25.04.,30,15,15,4,4,17,5
BT05240427Y,INSA,2024-04-27,1203,22.04.–26.04.,29,16,13,5,4,18,7
BT02240430Y,Forsa,2024-04-30,2505,23.04.–29.04.,30,17,12,5,3,16,4
BT05240430A,INSA,2024-04-30,2004,26.04.–29.04.,29.5,16.5,12.5,5,3.5,18.5,7
BT01240502E,Infratest dimap,2024-05-02,1280,29.04.–30.04.,31,15,15,5,NA,18,5
BT05240504B,INSA,2024-05-04,1203,29.04.–03.05.,30,15,12,5,4,18,7
BT05240506C,INSA,2024-05-06,2006,03.05.–06.05.,30.5,15.5,12,5,3.5,18,7.5
BT02240507A,Forsa,2024-05-07,2000,30.04.–06.05.,31,16,12,6,3,15,4
BT04240507S,GMS,2024-05-07,1005,30.04.–06.05.,31,15,14,4,2,18,6
BT13240510Q,YouGov,2024-05-10,1749,03.05.–08.05.,30,16,14,4,4,19,7
BT05240511D,INSA,2024-05-11,1247,06.05.–10.05.,30,15,13,5,4,17,7
BT02240514B,Forsa,2024-05-14,2006,07.05.–13.05.,32,16,13,5,3,15,5
BT05240514E,INSA,2024-05-14,2087,10.05.–13.05.,30.5,15.5,13,5,3.5,17,7
BT03240517U,Verian,2024-05-17,1506,07.05.–14.05.,30,16,14,5,4,16,5
BT06240517N,Forschungsgruppe Wahlen,2024-05-17,1247,14.05.–16.05.,31,15,13,5,4,16,5
BT05240518F,INSA,2024-05-18,1206,13.05.–17.05.,30,16,12,5,3,17,7
BT02240521C,Forsa,2024-05-21,2001,14.05.–17.05.,32,16,14,5,NA,15,5
BT05240521G,INSA,2024-05-21,2010,17.05.–21.05.,30,16,12.5,5,3,17,7
BT09240524G,Allensbach,2024-05-24,1093,04.05.–16.05.,32.5,17.5,13,6,3,14,8
BT05240525H,INSA,2024-05-25,1202,21.05.–24.05.,30,15,13,5,3,17,7
BT02240528D,Forsa,2024-05-28,2503,21.05.–27.05.,30,16,13,6,NA,15,6
BT05240528I,INSA,2024-05-28,2004,24.05.–27.05.,30.5,15,12,5,3,17,7
BT01240530F,Infratest dimap,2024-05-30,1479,27.05.–29.05.,31,15,14,4,3,18,5
BT05240601J,INSA,2024-06-01,1205,27.05.–31.05.,31,16,12,5,3,16,7
BT02240604E,Forsa,2024-06-04,2506,28.05.–03.06.,30,17,13,6,NA,15,6
BT05240604K,INSA,2024-06-04,2002,31.05.–03.06.,30.5,16,12,5,3.5,15.5,7.5
BT13240607R,YouGov,2024-06-07,1894,31.05.–05.06.,29,14,12,4,4,18,9
BT05240608L,INSA,2024-06-08,1203,03.06.–07.06.,30,16,12,5,3,16,8
BT02240611F,Forsa,2024-06-11,2505,04.06.–10.06.,30,16,13,6,NA,16,6
BT05240611M,INSA,2024-06-11,2008,07.06.–10.06.,30,15.5,12,5,3,16,7.5
BT03240612V,Verian,2024-06-12,1425,05.06.–11.06.,30,16,13,5,3,17,6
BT06240613P,Forschungsgruppe Wahlen,2024-06-13,1334,10.06.–12.06.,30,14,14,5,NA,16,7
BT05240615N,INSA,2024-06-15,1205,10.06.–14.06.,31,16,11,5,3,17,7
BT05240617O,INSA,2024-06-17,2010,14.06.–17.06.,31,15,11,5,3,17,8
BT02240618G,Forsa,2024-06-18,2504,11.06.–17.06.,30,15,12,5,NA,16,7
